Primary Key,ASIN,Individual Rating,Review Title,Review Date,Review_Date,Verified Purchase,Helpful Votes,Cleaned Review Text,Sentiment,Standardized Category,Standardized Aspect,Standardized Pain Point
67,B0DP7BZ8FD,2.0,Not a great product.,Reviewed in India on 7 December 2023,2023-12-07,True,7,"not a great product by lenovo.1. speakers are of really poor quality, sound got crackled in 1 month of use though not used regularly. once in a week and video was played on 50 volume.2. amazon cheated on warranty period, still not able to get it rectified.3. amazon failed to provide p-slip, hence lenovo denied to update the warranty.4. battery drains too fast. hardly catch up for 3 hours, usage is for office purpose5. screen is not as per the standard quality. okayish video quality i must say.6. do not worth your hard earned 50k.big do not buy from my side.",Negative,Display - Poor Quality,Display,Poor Quality
68,B0DP7BZ8FD,5.0,Best deal in AGIFS,Reviewed in India on 18 October 2024,2024-10-18,True,5,quality and functionality is smooth.seems best product and got it for 40k during the sale.battery life is good.camera quality and sound is just ok.,Positive,Camera - Average Quality,Camera,Average Quality
69,B0DP7BZ8FD,5.0,Best deal in AGIFS,Reviewed in India on 18 October 2024,2024-10-18,True,5,quality and functionality is smooth.seems best product and got it for 40k during the sale.battery life is good.camera quality and sound is just ok.,Positive,Audio - Poor Sound Quality,Audio,Poor Sound Quality
70,B0DP7BZ8FD,2.0,Battery speaker and camera,Reviewed in India on 4 October 2024,2024-10-04,True,0,battery life is not good enough not more than 5 hrs if you use internet.speakers are also not that much loud.camera is decent but not good.you can ho for higher options.,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
71,B0DP7BZ8FD,2.0,Battery speaker and camera,Reviewed in India on 4 October 2024,2024-10-04,True,0,battery life is not good enough not more than 5 hrs if you use internet.speakers are also not that much loud.camera is decent but not good.you can ho for higher options.,Negative,Audio - Low Volume,Audio,Low Volume
72,B0DP7BZ8FD,2.0,Battery speaker and camera,Reviewed in India on 4 October 2024,2024-10-04,True,0,battery life is not good enough not more than 5 hrs if you use internet.speakers are also not that much loud.camera is decent but not good.you can ho for higher options.,Negative,Camera - Poor Quality,Camera,Poor Quality
73,B0DP7BZ8FD,4.0,"Display not as per price, Good processor, Battery use approx 3 hours",Reviewed in India on 21 November 2022,2022-11-21,True,20,"well, this laptop has its own pros and cons.pros being good design, light weight, good processor, good for codingcons being display can be good in this price, battery not as good for 6-7 hours as mentioned, graphics just fine, you can not like it for gaming or editing as its colours are not good.",Neutral,Display - Poor Color Accuracy,Display,Poor Color Accuracy
74,B0DP7BZ8FD,4.0,"Display not as per price, Good processor, Battery use approx 3 hours",Reviewed in India on 21 November 2022,2022-11-21,True,20,"well, this laptop has its own pros and cons.pros being good design, light weight, good processor, good for codingcons being display can be good in this price, battery not as good for 6-7 hours as mentioned, graphics just fine, you can not like it for gaming or editing as its colours are not good.",Neutral,Battery - Poor Battery Backup,Battery,Poor Battery Backup
75,B0DP7BZ8FD,2.0,Honest review after using for 1 week,Reviewed in India on 12 October 2024,2024-10-12,True,0,"the display and sound quality of the laptop is worst,even at high-rated resolution picture quality there is very poor.processor is good but the system gets heat up after sometime.",Negative,Display - Poor Quality,Display,Poor Quality
76,B0DP7BZ8FD,2.0,Honest review after using for 1 week,Reviewed in India on 12 October 2024,2024-10-12,True,0,"the display and sound quality of the laptop is worst,even at high-rated resolution picture quality there is very poor.processor is good but the system gets heat up after sometime.",Negative,Audio - Poor Sound Quality,Audio,Poor Sound Quality
77,B0DP7BZ8FD,2.0,Honest review after using for 1 week,Reviewed in India on 12 October 2024,2024-10-12,True,0,"the display and sound quality of the laptop is worst,even at high-rated resolution picture quality there is very poor.processor is good but the system gets heat up after sometime.",Negative,Thermal Management - Overheating,Thermal Management,Overheating
78,B0DP7BZ8FD,1.0,Damaged item received,Reviewed in India on 20 April 2025,2025-04-20,True,0,got a dent laptop and delivery boy didnt allowed me to open and check at the time of delivery,Negative,Packaging - Damaged,Packaging,Damaged
79,B0DP7BZ8FD,1.0,Damaged item received,Reviewed in India on 20 April 2025,2025-04-20,True,0,got a dent laptop and delivery boy didnt allowed me to open and check at the time of delivery,Negative,Delivery - No Quality Check,Delivery,No Quality Check
80,B0DP7BZ8FD,1.0,Poor battery quality,Reviewed in India on 9 May 2025,2025-05-09,True,0,poor battery back up. display is not good.,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
81,B0DP7BZ8FD,1.0,Poor battery quality,Reviewed in India on 9 May 2025,2025-05-09,True,0,poor battery back up. display is not good.,Negative,Performance - Frequent Crashes,Performance,Frequent Crashes
82,B0DP7BZ8FD,5.0,Awesome Look,Reviewed in India on 22 October 2024,2024-10-22,True,8,sound is ok okawesome lookingcan buy this productbut delivery service are not good and customer service are not good,Positive,Delivery - Poor Service,Delivery,Poor Service
83,B0DP7BZ8FD,5.0,Awesome Look,Reviewed in India on 22 October 2024,2024-10-22,True,8,sound is ok okawesome lookingcan buy this productbut delivery service are not good and customer service are not good,Positive,Customer Service - Unresponsive,Customer Service,Unresponsive
84,B0DP7BZ8FD,1.0,Very Disappointed,Reviewed in India on 10 April 2025,2025-04-10,True,0,very disappointed. it heated the first time we plugged it and never worked. i hope lenovo takes care of us asap.,Negative,Thermal Management - Overheating,Thermal Management,Overheating
85,B0DP7BZ8FD,1.0,Very Disappointed,Reviewed in India on 10 April 2025,2025-04-10,True,0,very disappointed. it heated the first time we plugged it and never worked. i hope lenovo takes care of us asap.,Negative,Laptop - Non-functional,Laptop,Non-functional
86,B0DP7BZ8FD,1.0,The product I received has issues with both hardware and software,Reviewed in India on 16 February 2025,2025-02-16,True,0,"the product i received has issues with both hardware and software. the hardware is not functioning properly, and the software is also problematic. additionally, the system is not working smoothly as expected. please address these issues and provide a solution at the earliest.",Negative,Hardware - General Issue,Hardware,General Issue
87,B0DP7BZ8FD,1.0,The product I received has issues with both hardware and software,Reviewed in India on 16 February 2025,2025-02-16,True,0,"the product i received has issues with both hardware and software. the hardware is not functioning properly, and the software is also problematic. additionally, the system is not working smoothly as expected. please address these issues and provide a solution at the earliest.",Negative,Software - Problematic,Software,Problematic
88,B0DP7BZ8FD,4.0,Genuine review.,Reviewed in India on 22 October 2022,2022-10-22,True,9,"everything is good, but screen quality is ok because if you watch from different angles other than front view then you cant see actual colors, battery drains a little fast and in my laptop keyboard is typing multiple letter on pressing once",Neutral,Display - Poor Viewing Angles,Display,Poor Viewing Angles
89,B0DP7BZ8FD,4.0,Genuine review.,Reviewed in India on 22 October 2022,2022-10-22,True,9,"everything is good, but screen quality is ok because if you watch from different angles other than front view then you cant see actual colors, battery drains a little fast and in my laptop keyboard is typing multiple letter on pressing once",Neutral,Battery - Poor Battery Backup,Battery,Poor Battery Backup
90,B0DP7BZ8FD,4.0,Genuine review.,Reviewed in India on 22 October 2022,2022-10-22,True,9,"everything is good, but screen quality is ok because if you watch from different angles other than front view then you cant see actual colors, battery drains a little fast and in my laptop keyboard is typing multiple letter on pressing once",Neutral,Keyboard - Poor Typing Experience,Keyboard,Poor Typing Experience
91,B0DP7BZ8FD,1.0,Don't buy,Reviewed in India on 4 April 2025,2025-04-04,True,1,worst laptopit stopped working after 8 days its not charging need to go to warranty centerdont buy this product,Negative,Battery - Charging Issues,Battery,Charging Issues
92,B0DP7BZ8FD,1.0,Don't buy,Reviewed in India on 4 April 2025,2025-04-04,True,1,worst laptopit stopped working after 8 days its not charging need to go to warranty centerdont buy this product,Negative,Durability - Premature Failure,Durability,Premature Failure
93,B0DP7BZ8FD,4.0,Less gb hard disk got.,Reviewed in India on 24 October 2023,2023-10-24,True,4,laptop is good but battery is draining out so fast.,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
94,B0DP7BZ8FD,1.0,Quality not enough,Reviewed in India on 11 April 2025,2025-04-11,True,1,poor quality and less quality of ink cartridge,Negative,Printing - Ink Cartridge Quality Issue,Printing,Ink Cartridge Quality Issue
